TEXT,emoji,class
"moh dinner last night.. @ World Outreach Church
",🎄,1
"Supplies for the drive ahead! (@ Mill River General Store in New Marlborough, MA)
",🇺🇸,0
"#christmas2017 @ Chatham Township
",🎄,1
"What a perfect day to canvass in beautiful #NewHampshire! #gotv #hillaryclinton #imwithher @user
",🇺🇸,0
"#itstheholidayseason and #whoopdeedoo and #dickerydock #santabarbaradowntown #holidayparade !…
",🎄,1
"Hello Mr President @ White House, Washington USA
",🇺🇸,0
"America...if you know what's good for you! #justsaying @ Los Angeles, California
",🇺🇸,0
"Merry Christmas! @ Ponds of Naperville
",🎄,1
"happy Friyay from us @ Indianola High School
",😜,2
"#unionstationkc looking festive. @ Union Station Kansas City Inc.
",🎄,1
"#FlashBack @ Lawrence, Massachusetts
",🎄,1
"Yas * Qween #merica # @ Statue of Liberty National Monument
",🇺🇸,0
"I made a tree @ Southgreen Apartments
",🎄,1
"A(maze)ing grace @ United States
",🇺🇸,0
"Quick run and push exercises this morning. Happy Independence Day .....#quickworkout…
",🇺🇸,0
"#ImAtTheReal #therealdaytime @ Warner Brothers Studios
",😜,2
"@user i havent even been on sc bitchh
",😜,2
"Christmas is coming... @ Fellowship Bible Church
",🎄,1
"@user @ Hollywood, Florida
",🇺🇸,0
"'Old at heart but I'm only 28....' - Estranged (GnR) | Many thanks to my families and friends…
",😜,2
"babes @ San Francisco, California
",🎄,1
"Outside @ Flatbush Avenue
",🇺🇸,0
"This is my longest-standing group of friends who I’m proud to call my best — and for good…
",🎄,1
"*Look Closer*through the soliders right foot. Statue of Liberty The monument is a stunning symbol of American patr…
",🇺🇸,0
"There them turner girls again taking over Minnesota they know…
",😜,2
"wishing it was July 4th &amp; not September 4th:/// #labordayy @user
",🇺🇸,0
"Out in the streets in my ugly sweater! #christmas #uglychristmassweater #me #holidaze #hoodpope…
",🎄,1
"Sorry, y’all. I’ve just been waiting for this since 1997. @ PlayStation Theater
",🎄,1
"Saying a sad farewell to Disney's ""Osborne Dancing Christmas Lights"" ... I'm getting Lots of…
",🎄,1
"Christmas tree acquired! #ilovechristmas @ Hamilton Farms
",🎄,1
"I be Like I Can't Wait...Lemme Help you out Real Quick Bae # @ New York, New York
",😜,2
"Independence for the Win #july #summerfun #dbacks #dbackswin…
",🇺🇸,0
"Merry Christmas This little tripod crashed in her cousin's bed after hours of playing and…
",🎄,1
"Merry Christmas from #Vegas! Hope you are all having a wonderful holiday @ ARIA Resort &amp; Casino
",🎄,1
"Prince Charming wants to pour you a Dirty Ghoul #copperking #freakersball #halloween2017…
",😜,2
"They hate U.S. 'cause they ain't U.S. @ City of Covington Tennessee
",🇺🇸,0
"#some where @ Mission Viejo, California
",😜,2
"Christmas shopping!!! @ Pioneer Place
",🎄,1
"Another day another road trip #vegasbound #usa @ Tehachapi Mountains
",🇺🇸,0
"In honour and remembrance of 9-11-01 My first time seeing the #worldtradecenter #twintowers…
",🇺🇸,0
"Ready to celebrate America with @user Happy #independenceday @ Columbia Cafe
",🇺🇸,0
"Parading Pals @ West University Place, Texas
",🇺🇸,0
"Tis the Season Love celebrating this time with this Man!!! #houseofromans…
",🎄,1
"#DOOP (yesterday) #MLS at
",🇺🇸,0
"Changed my setup . . . again! I've never done 1 up two down. But studying @user got me…
",😜,2
"'Tis the Season @ Petroleum Club of Fort Worth
",🎄,1
"Headspring squad @ Siegel Center
",😜,2
"Festive as .. @ Rockerfeller Center
",🎄,1
"Come out to my ‘Little Tree Time ’ workshop tmrw at @user from 1-3PM! I have RED POCKETS…
",🎄,1
"Hanging out doing the Christmas shopping at Easton. @ Easton Town Center
",🎄,1
"#tradition @ LaSalette Shrine
",🎄,1
"Soooo ready for the 4th Photo: saintbernardatx .........#we2ndthat…
",🇺🇸,0
"Dried flowers in front of a Christmas tree in the town square of Woodstock. #Woodstock #winter…
",🎄,1
"So much fun with my cuzzos tonight @ St Charles Lanes
",😜,2
"sry can't hear you over all this FREEDOM;-) @ United States of…
",🇺🇸,0
"the flag still stands for freedom, and they can't take that away @ California
",🇺🇸,0
"Game Day! Watch Team Red in the finals tonight 5 Ct. Link in bio! @user @user
",🇺🇸,0
"don't forget to vote everyone @ Hofstra University
",🇺🇸,0
"Ready to get our 5K on #frecracker5K #happyjuly2017 #GoingStrong…
",🇺🇸,0
"#oliverfreund hit the polls today with mommy. Teaching him about democracy early. #ivoted @user
",🇺🇸,0
"We're with her #hillaryclinton2016 #debates2016 #debates2016 #madamepresident @ Dayton Racquet…
",🇺🇸,0
"#Hman hanging up our first ornament of 2016! #jamisonfamilychristmas @ Langhorne Gables
",🎄,1
"Just in the suite next to Obama. What an amazing man #swedenlovesyou @ FedExField
",🇺🇸,0
"Feliz Navidog @ Rochester, Wisconsin
",🎄,1
"Bagel breakfast (@ Brooklyn Bagel &amp; Coffee Co. in Astoria, NY)
",🇺🇸,0
"Looking for that d. #psc #philly # @ Philadelphia Sports Clubs
",😜,2
"What I do on sports day. #Disneyland #diamondcelebration #itsprettyhot #castle #sparkles…
",😜,2
"| Christmas in the Chapel | take 1. coopersmith41 you sounded amazing and…
",🎄,1
"There was only one night game a year... #merica @ Ocean Villas of…
",🇺🇸,0
"Oh just messing around listening to #TheGame #kendricklamar ON ME! You ain't the homie! lol …
",😜,2
"I'm looking ugly but I wasn't there to be cute :) we conquered. (Get into them thighs tho) …
",😜,2
"Happy 4th of July weekend everyone from the Kim's.…
",🇺🇸,0
"Merry Christmas from us to you @ Point Pleasant, New Jersey
",🎄,1
"It's that time of year again. #6yearveteran #pollardtheatre #territorialtimeagain @ Pollard…
",🎄,1
"We've extended our after Christmas sale til 12/31! Cheers everyone Shop in-store + we ship…
",🎄,1
"Lol #family #sesameplace #crazyauntninny @ Sesame Place Amusement Park
",😜,2
"Because Christmas tree goals @ Hilton Columbus at Easton
",🎄,1
"We're about 24 hours away from TPH's Holiday Teen Night! #happyholidays @ The Pilot House…
",🎄,1
"Wish we were back in Vegas @user @ Las Vegas, Nevada
",🇺🇸,0
"Ba humbug! #ugit @ New York, New York
",😜,2
"Happy 4th ! @ Los Angeles, California
",🇺🇸,0
"Happy 4th July @ Los Angeles, California
",🇺🇸,0
"Remember when I didn't make it past 9:30?Me neither @ Queen's University
",😜,2
"Merry #Christmas to all. #christmastree #unionstation #dc #latergram #washingtondc #capital…
",🎄,1
"#Repost @user (get_repost)・・・Christmas #blogger #holidayparty #houseparty…
",🎄,1
"""It's beginning to look a lot like Christmas."" @ Fantasy Of Lights…
",🎄,1
"Went chasing my shadow today! Got in over 13k steps and I'm still breathing But I didn't…
",😜,2
"Christmas Eve @ Pickett
",🎄,1
"Merry Cryptomas!!! from Thriller Podcast #bitcoin #cryptocurrency #instadaily #instafollow…
",🎄,1
"EXPLAIN #Diversity #AceEncore #TheVoiceCasting #TheVoice #NBCTheVoice #NBC #MTV #And #New…
",😜,2
"Fun little Pizza Tri Force from last week #painandpleasuretattoo #sanduskyohio #tattoos #inked…
",😜,2
"When summer is over and everyday is cheat day Pizza for life! @ Giordano's Pizza
",😜,2
"Waiting to see the doctor with CamCam #camrynlynn #LCHWarrior…
",😜,2
"Check @user Wed. 8:45pm. a guy on a bike with cameras asks ""if I could vote for anybody as a candidate.. ""@BillBurr @user
",🇺🇸,0
"25 Days of Christmas Pictures Day 8: Nutcracker Ballet#livinglifephotography #nutcrackerballet…
",🎄,1
"Maligayang Pasko Merry Christmas from our family to yours! #christmas2017 #happybirthday #jesus…
",🎄,1
"(we know we don't have a tree topper) @ The Pointe At Raiders Campus
",🎄,1
"I call this one “Don’t Feed the Monster” #ivoted @ Ogden, Utah
",🇺🇸,0
"Go shawty, it's my birthday!!! DEC 17TH @ Club Populus These 3 are going to have the place…
",😜,2
"A Very Swintonia #Christmas. #christmastree # @ Lyndhurst, Ohio
",🎄,1
"Tomorrow, we are having Christmas for four little angels @ Bowling Green, Kentucky
",🎄,1
"#christmas time in #newyork #city #nyc #ny #rockefellercenter #christmastree #christmaslights…
",🎄,1
"#trump @ Forest Park (Queens)
",🇺🇸,0
"My Crew, never fails when we hit the #vegasstrip #friends #squad #foreign #fitfriends #boston…
",😜,2
"@user I am being so serious right now..
",😜,2
"kick the dust up @ Night in the Country
",🇺🇸,0
"Can't forget about my favorite roomie @ Purdue University
",😜,2
"Throwback to football season and me being patriotic af @ United States
",🇺🇸,0
"My daughter princess ready to go to school!! #lifeand happiness en Stowe Creek
",😜,2
"Not all of my posts are food related... Our pre cat destruction. #tistheseason…
",🎄,1
"‘tis the season for cold weather and gelato @ Seattle, Washington
",🎄,1
"My kind of peeps @ Easton Town Center
",🎄,1
"woo USA @ Ball State University
",🇺🇸,0
"Brooklyn Bridge #nyc @ Brooklyn Bridge
",🇺🇸,0
"Heat and chemical damage is real.Restore&amp;Revive w/GodsGoodies #thebrand #organic #heatdamage…
",😜,2
"#coronado @ Coronado Bay Island
",🇺🇸,0
"Driving Towards #Destiny!! Where You Always Alone on this path ... MerryChristmas @ I-95
",🎄,1
"It's starting to feel a lot like birthmas @ Brooklin, Ontario
",🎄,1
"Next Up? Christmas . #glenellyn #illinois #iphone…
",🎄,1
"Some call it ""#Boudoir &amp; #Glamour #Photography"" I call #Girly #Makeover... #Fun #Photoshoot…
",😜,2
"#happiness88 is knowing that willingness without action is a fantasy #balance #drmarissa @ 24…
",😜,2
"American dreaming #happy4th @ Playa Vista, California
",🇺🇸,0
"I think he caught me... @ Pie Hole Utah
",😜,2
"Just passed Hillary on I-71!! #StrongerTogether #ImWithHer and have been since 2008!
",🇺🇸,0
"Hitting u w/ my first summer selfie @ Warsaw, Indiana
",😜,2
"@ Disney's Magic Kingdom
",🇺🇸,0
"Lobby of the Regent Beverly-Wilshire Hotel #Christmas #Sparkle #BeverlyHills #cali…
",🎄,1
"with my Law squad @ Beverly Wilshire Beverly Hills (A Four Seasons Hotel)
",😜,2
"Beverly Hills #hollywoodstudios #Warnerbrothers # #USA #epic #ellendegeneres #versace…
",🇺🇸,0
"Bubbles on Friday to mark the end of a busy week and the beginning of month! Spot the #moet…
",🎄,1
"Time for a cigar now. Capa seems legit #tatuajecigars #capaespecial #thesnsclub…
",😜,2
"Check out #flossiphermcpaste pearly whites! #rozasddsmonthlycontest #dentalelf #santaiswatching…
",🎄,1
"Just a few of our favorite SALE pieces...#onlinenow (This weekend Only!) FREE SHIPPING with…
",🎄,1
"I love the smell of fresh pine in the house #modonavidad…
",🎄,1
"Table Rock was a success! @ Tablerock Lake, Shell Knob, Mo
",😜,2
"Merry Xmas from me and my family!! Appreciate your family because at the end of the day they are…
",🎄,1
"Nice trunk! #poinsettia @ Pike Nurseries
",🎄,1
"Watching these #Olympics #like #Go #USA! #teamusa #teamusa #USAUSAUSA #MassiveMotives @user
",🇺🇸,0
"My favs #happylatebirthday!! @ Sally's Saloon
",🇺🇸,0
"The only group on the naughty and nice list happy holidays from…
",🎄,1
"The face you make when you realize it’s #Friday #fbf @ Los Angeles Memorial Coliseum
",😜,2
"Beautiful day with a Beautiful girl! #DC #MURICA @ Washington Monument National Monument
",🇺🇸,0
"This was right before the Moody AFB Christmas parade. I don’t know what I’m doing but everyone…
",🎄,1
"Anyone who doesn't like sandwiches is dead to me. #nom #expatlife #stateside #gratitude…
",🇺🇸,0
"a smoky mountain Christmas @ Dollywood
",🎄,1
"Merry Christmas to all my customers and friends #msfdesigns @ MSF DESIGNS
",🎄,1
"Happy holidays y'all #July 4th #independenceday #friendship #gratitude #love #friends…
",🇺🇸,0
"#NeverForget @ New York, New York
",🇺🇸,0
"Brought to you by the courtesy of the red, white and blue @ Lafayette…
",🇺🇸,0
"No wait at the Baca Center! #voteearly #gotmysticker @ Allen R Baca Senior Center
",🇺🇸,0
"Weekends at Desaki is ALWAYS a blast! Happy #labordayweekend @ Desaki
",🇺🇸,0
"Sending an amazing day with an amazing guy! @ Gwinnett County, Georgia
",🇺🇸,0
"Parades, County Fairs, and Old Navy T-shirts. USA USA USA @ Oakwood, Illinois
",🇺🇸,0
"Delicious New York Theme handmade chocolate from Cacao Market in Brooklyn. I ate Coney Island !…
",😜,2
"We're having a house part Saturday November 5th, it's a video shoot for @user bring…
",😜,2
"SEATTLE pt. 2 was dope. Such a great way to end the states run of #npnhjbtour . Thanks for…
",🇺🇸,0
"@ 34th Street Subway/ Penn Station
",🇺🇸,0
"• and we're the three best friends that anybody could have • @ University Air Center
",🇺🇸,0
"Good thing my crew shirt is blue or this would have messed up my entire outfit Happy Birthday…
",🇺🇸,0
"Mis locos @ Miami-Dade County Fair and Exposition
",😜,2
"I thought there was one ""peanut"" company in austin. But apparently one in #giddingstexas @user
",😜,2
"My hand bag friend #everglades #florida #alligator #usa @ Everglades Safari Park &amp; Airboat Rides
",🇺🇸,0
"Dip time #miami # @ Miami Beach, Florida
",🇺🇸,0
"Thankful to be a citizen of the greatest nation on Earth. @ Fripp Island Beach
",🇺🇸,0
"Magestic statue dedicated to the 9/11 brave responders # @ One World Trade Center
",🇺🇸,0
"#notcominghome #nevertrump #notwithher America First (@ Voting At Hargrave Senior Center in New York, NY)
",🇺🇸,0
"Last week in NYC #mace #ninthstreet #eastvillage #nyc #spices #comeandtravel #santélescopains…
",🇺🇸,0
"Tailgates w/ this hottie @ Kyle Field, Texas A&amp;M-College Station, Tx
",😜,2
"She’s ready for #christmas #harper #adoptdontshop #puppiesofinstagram #wolftrapanimalrescue @user
",🎄,1
"I love America &amp; new friends #summerb @ University of Central Florida
",🇺🇸,0
"You're welcome, America #murica @ Edgartown, Massachusetts
",🇺🇸,0
"Current mood !!! Ready for dinner! #hungry #sillyface #fridaynight #fun @ Fairmont Newport Beach
",😜,2
"In just four hours is the Release of A BUTLER CHRISTMAS I’m besides myself. #books #message…
",🎄,1
"Christmas in the city @ Millennium Park
",🎄,1
"Merry Christmas family and friends It has been a propelling week, month and year as a team to…
",🎄,1
"MERRY CHRISTMAS ~Metzler's 2016 @ Houston, Texas
",🎄,1
"Carpe Diem is the way! :)I will miss you Houston. So much! ~Dante - DmC Devil May Cry•…
",🇺🇸,0
"Better than Santa Con @ Hoboken, New Jersey
",🎄,1
"Taking in my last night in Jacksonville, I hope to be back soon #florida #stjohnsriver…
",🇺🇸,0
"""...And the rockets' red glare, the bombs bursting in air..."" | #Happy4th #july #summer…
",🇺🇸,0
"good ole southern cooking on this Sunday afternoon @ Southside of…
",😜,2
"Hella cute #starwars jammies, warm socks to match and my wonderful family on #xmas2015 .…
",🎄,1
"Amy keep up @ Beale Street-Downtown Memphis
",😜,2
"I struggle with birthdays. And Advent. This time of year, my melancholy-leaning heart easily…
",🎄,1
"Eau Claire Bears caps ready for Independence Day ...#fourthofjuly #independenceday…
",🇺🇸,0
"The loneliest Stop sign. And those clouds are spectacular! #Arizona #USA #vacation #roadtrip…
",🇺🇸,0
"Last night was a blast and looked who I found @ On the Roxx
",😜,2
"a reminder from the lil goobers: KEEP IT CUTE &amp; STAY SILLY #home #fam #SF @ Stow Lake…
",😜,2
"Earlier today, got back together with bae post Cardio Dance…
",😜,2
"We're back in the USA #carnivalcruise #carnivalfreedom #woohoo #galveston #familyfun…
",🇺🇸,0
"Sightseeing tour @ #InnerHarbour #Baltimore #merica @ Baltimore…
",🇺🇸,0
"Oh, you know. Just hangin' with my buddy Santa. No big deal. #herecomessantaclaus…
",😜,2
"Time to get #Lit @ Port of Miami- Carnival Fantasy
",😜,2
"Go vote today! #vote #ivoted #ivoted @ Montgomery Regional Airport - MGM
",🇺🇸,0
